N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Irrigation_Type,Fertilizer_Used,Soil_pH_Bin,Altitude_Bin,Recommended_Crop
64,36,60,6.56,16.33,3,1.35,1.71,20.39,87.71,1926.15,9.63,8.15,4,1788,2,1,56.29,2,2,Rice
37,69,34,5.15,53.44,2,0.5,2.74,30.96,33.88,1878.58,10.44,5.29,3,677,0,1,147.07,0,0,Rice
83,23,20,8.27,30.01,1,1.06,1.61,14.17,34.13,606.22,10.02,16.03,3,453,0,1,288.67,1,0,Wheat
70,82,109,6.04,38.75,3,0.92,1.61,27.86,32.15,859.6,10.3,18.49,3,788,1,1,344.49,2,0,Wheat
21,43,116,7.57,46.31,3,1.02,1.77,28.89,60.09,881.84,10.41,6.06,2,706,1,1,85.16,1,0,Potato
108,26,87,7.99,53.32,0,0.3,1.92,15.87,89.2,371.17,5.82,9.15,1,2426,1,1,244.3,1,2,Wheat
99,76,40,7.83,20.14,3,0.46,1.72,17.32,85.85,2181.06,8.02,9.12,0,1004,0,2,251.56,1,1,Wheat
45,78,72,8.33,52.55,1,0.43,1.57,36.91,64.37,2943.32,5.3,8.87,3,2201,0,2,176.28,1,2,Rice
89,83,78,7.37,41.18,2,1.36,2.29,23.7,79.25,856.24,5.78,18.72,0,836,0,2,259.81,1,1,Pulses
148,59,13,7.86,47.26,2,1.49,0.56,22.91,33.44,704.0,10.83,1.84,3,1863,0,1,195.47,1,2,Wheat
43,70,36,7.11,34.18,3,1.2,0.63,17.16,75.84,2096.07,7.67,17.33,2,547,1,0,65.31,1,0,Wheat
157,88,14,8.48,15.3,3,1.04,1.97,26.94,59.26,1102.01,11.71,4.75,1,821,0,3,277.76,1,0,Sugarcane
23,41,51,7.32,45.15,3,0.86,1.93,10.09,77.45,1437.94,4.49,14.13,4,701,2,3,273.21,1,0,Wheat
121,18,71,7.41,59.14,1,0.91,2.49,19.13,38.33,1255.29,5.73,16.59,3,466,0,3,205.26,1,0,Wheat
76,62,90,7.72,22.93,1,0.94,2.76,32.66,31.42,1724.06,5.54,16.68,0,1980,0,1,203.48,1,2,Rice
67,40,18,7.46,52.67,0,1.28,1.28,14.5,73.21,718.07,5.97,3.66,4,857,2,2,55.62,1,1,Wheat
151,30,34,4.66,31.8,0,1.42,2.34,29.24,81.98,2150.55,5.4,18.42,2,1598,2,3,334.88,0,1,Rice
20,51,73,4.53,58.34,2,0.98,1.35,12.14,44.49,1432.56,11.51,9.49,4,1666,2,0,333.38,0,1,Barley
80,62,89,5.66,14.42,3,0.85,0.55,12.57,67.37,2673.28,4.27,9.81,4,823,1,2,88.84,0,0,Potato
76,60,62,5.89,44.35,2,0.37,1.93,14.4,82.56,2625.16,7.78,1.23,3,885,1,0,172.04,0,1,Barley
28,84,105,7.32,42.49,0,0.24,0.37,21.92,38.05,268.03,6.5,10.85,2,568,0,3,319.54,1,0,Barley
106,62,19,4.56,15.24,3,0.33,1.69,14.53,76.61,1254.36,10.06,19.46,1,1568,2,0,215.98,0,1,Sugarcane
94,44,10,4.84,44.57,0,0.81,1.14,24.77,51.7,1594.06,4.93,18.05,1,2324,2,0,226.83,0,2,Rice
73,61,72,8.5,59.38,3,0.33,1.83,23.12,30.87,890.37,11.36,14.99,4,2032,0,1,100.76,1,2,Tomato
79,23,80,6.08,32.28,2,0.72,2.16,38.24,68.07,2038.15,10.2,13.21,2,558,0,3,151.62,2,0,Rice
90,33,97,5.59,27.08,1,0.56,1.99,10.53,54.37,359.57,9.7,3.66,2,1331,2,1,92.35,0,1,Potato
138,36,61,7.32,15.84,1,1.3,2.78,18.48,40.99,2340.04,7.91,15.31,4,1365,1,0,345.52,1,1,Wheat
152,27,47,4.5,32.13,0,1.08,1.19,11.47,50.31,1419.21,10.35,19.62,2,856,2,0,246.25,0,1,Sugarcane
93,60,53,4.89,35.46,1,1.17,2.75,26.98,45.39,1328.8,7.65,13.84,4,2200,2,1,187.28,0,2,Barley
69,77,104,4.8,38.48,0,0.66,0.35,22.57,35.22,2074.65,10.21,3.73,0,703,1,0,207.02,0,0,Rice
27,30,13,5.2,18.08,0,1.12,2.45,25.82,86.81,2759.87,6.13,11.47,0,301,2,3,208.5,0,0,Rice
128,49,67,6.79,42.96,1,0.36,0.47,35.23,42.59,800.82,10.96,15.43,2,711,2,1,74.21,2,0,Wheat
90,39,37,5.3,12.22,1,0.22,1.09,25.12,85.23,841.19,8.31,18.62,1,2195,0,2,138.39,0,2,Maize
44,21,101,7.96,26.86,0,0.88,0.81,18.94,87.88,1056.63,5.73,7.19,1,212,1,0,273.73,1,0,Wheat
63,87,11,5.26,21.8,0,0.61,1.98,13.05,74.29,2278.82,6.14,2.48,0,501,0,0,286.95,0,0,Tomato
45,55,101,5.12,32.25,3,0.6,1.24,12.21,56.04,2192.82,7.74,16.55,1,1136,1,3,252.3,0,1,Wheat
103,22,101,5.66,41.46,2,0.29,2.98,20.99,62.46,353.37,10.82,5.31,2,1491,2,2,128.58,0,1,Cotton
46,27,54,7.26,54.38,0,1.39,1.03,22.52,82.98,2359.7,11.0,4.85,2,413,2,3,287.82,1,0,Rice
22,65,32,6.87,16.57,1,0.42,1.21,25.63,49.45,2170.57,7.92,17.79,0,265,2,2,254.74,2,0,Rice
116,84,84,7.7,35.74,1,0.24,2.23,29.41,56.13,2287.87,10.94,18.9,0,1268,1,1,90.64,1,1,Rice
113,63,66,8.15,26.79,1,1.1,0.95,38.77,82.01,1754.48,9.26,1.14,3,1798,2,0,191.31,1,2,Rice
28,47,27,6.09,54.06,3,0.66,2.33,26.92,44.12,1311.66,5.86,2.03,2,1093,2,1,301.73,2,1,Barley
58,66,12,5.57,20.5,0,1.46,1.44,12.09,59.9,2498.98,7.5,17.55,0,2314,0,3,217.31,0,2,Potato
99,30,81,5.37,19.65,3,0.62,1.54,17.19,72.16,2119.64,9.4,17.44,3,904,1,2,181.36,0,1,Barley
73,49,91,7.79,22.62,3,0.62,1.39,20.87,76.37,942.29,7.98,12.75,2,2353,2,2,274.68,1,2,Barley
22,29,113,5.14,45.54,3,0.99,2.38,35.5,45.29,1308.08,8.49,7.74,1,104,1,2,98.48,0,0,Barley
87,38,19,5.43,58.63,3,1.13,2.14,10.87,85.57,2160.94,4.97,7.73,0,1415,2,2,82.4,0,1,Pulses
71,77,35,5.49,45.17,0,1.17,1.63,16.1,80.83,1743.67,11.63,16.74,4,413,1,1,255.01,0,0,Wheat
92,47,33,8.12,47.62,2,1.39,2.08,25.4,59.61,395.18,8.1,19.31,2,1325,0,2,88.79,1,1,Millet
22,84,51,8.03,39.51,1,0.52,1.42,17.43,60.91,2567.78,6.07,16.15,2,852,0,1,183.58,1,1,Wheat
118,69,105,6.53,26.17,1,0.74,1.09,14.18,89.99,2478.35,11.3,15.88,4,1711,2,3,242.54,2,2,Wheat
44,70,63,6.0,45.14,1,0.36,0.59,28.45,41.77,2496.72,6.59,7.65,0,520,2,1,278.95,0,0,Rice
83,74,21,6.43,33.3,0,1.24,2.54,29.0,33.78,2540.45,7.56,11.02,1,993,1,2,53.48,2,1,Rice
95,11,36,4.89,22.84,0,1.07,1.6,33.1,31.26,2050.4,4.66,19.95,4,665,1,3,148.69,0,0,Rice
32,52,20,5.07,51.59,0,0.44,1.46,23.56,49.0,1858.54,10.47,16.85,1,1560,0,2,151.15,0,1,Rice
124,31,76,4.77,26.15,1,1.25,0.73,35.62,36.22,1731.87,5.91,19.69,3,1205,2,2,259.64,0,1,Rice
58,33,74,6.13,59.94,2,0.51,0.53,12.54,50.32,1220.54,7.88,12.84,4,613,1,1,288.96,2,0,Wheat
137,23,15,6.65,49.41,0,0.3,2.82,17.09,48.8,2129.96,9.31,18.8,0,92,2,3,62.55,2,0,Wheat
136,53,102,7.06,27.06,3,0.57,1.64,35.03,80.48,2907.84,9.85,8.55,4,597,0,0,148.18,1,0,Rice
48,65,88,5.97,23.33,2,1.35,1.04,38.69,55.41,2460.14,4.33,3.69,0,203,2,3,256.55,0,0,Rice
115,72,84,6.78,34.11,2,0.35,2.27,26.63,44.65,1802.37,10.67,12.24,4,2009,2,3,160.57,2,2,Rice
137,20,51,5.38,51.88,3,0.34,1.75,39.37,50.13,847.42,10.68,10.64,4,1939,1,1,80.84,0,2,Barley
151,18,79,7.22,57.65,3,0.77,2.15,25.51,66.74,296.11,7.28,16.94,4,2379,1,3,106.61,1,2,Millet
127,13,64,7.49,52.85,1,1.11,2.83,10.95,72.24,1074.75,7.71,6.61,2,1698,2,2,285.11,1,2,Wheat
159,41,70,8.27,13.75,0,1.35,1.21,16.53,30.64,612.51,4.33,6.21,1,897,0,2,194.66,1,1,Wheat
149,48,34,5.42,27.33,2,0.65,2.28,19.35,78.89,898.04,9.05,8.7,4,1406,0,1,103.67,0,1,Pulses
78,70,78,7.54,32.15,2,1.15,1.65,19.74,37.55,1378.92,8.41,10.75,2,386,1,2,90.83,1,0,Wheat
137,63,15,6.52,24.54,2,0.35,1.53,26.52,35.06,2801.28,6.17,15.47,1,450,0,1,98.1,2,0,Rice
29,63,30,5.0,31.05,2,0.83,0.58,33.53,86.52,1938.26,9.6,18.9,1,1533,0,2,349.6,0,1,Rice
44,49,66,6.56,25.03,0,0.56,2.86,19.19,48.65,2557.6,10.62,11.1,2,116,0,0,92.98,2,0,Wheat
68,37,117,6.26,44.02,1,1.45,0.55,14.16,71.89,980.66,11.52,15.38,2,1774,2,1,138.54,2,2,Wheat
87,40,17,6.46,19.85,3,0.76,2.02,39.61,30.95,840.18,10.56,10.93,0,1233,2,1,223.2,2,1,Pulses
53,15,20,5.88,28.14,3,0.21,0.45,23.05,63.65,1843.45,7.31,16.12,2,1836,1,3,304.16,0,2,Rice
59,29,115,6.89,43.35,3,0.9,1.76,10.26,55.71,1780.15,4.93,13.44,1,1715,0,0,269.1,2,2,Wheat
54,25,54,5.68,12.33,1,1.32,0.22,26.49,34.97,1527.38,5.9,13.86,3,755,0,2,86.08,0,0,Rice
44,74,53,7.38,36.11,0,0.94,0.21,34.8,50.34,2779.02,5.8,1.74,2,1581,1,3,147.15,1,1,Rice
36,14,67,6.64,49.68,1,0.99,1.02,25.12,44.65,2032.11,7.43,14.3,4,1933,2,0,110.76,2,2,Rice
94,66,44,4.62,27.14,3,0.29,2.68,22.96,48.21,385.95,8.96,13.15,2,692,0,1,100.2,0,0,Millet
149,74,29,7.68,10.94,1,0.84,0.22,10.27,44.27,1757.19,11.69,15.55,2,2409,2,0,85.25,1,2,Wheat
31,60,95,6.17,29.19,3,1.39,2.24,36.92,83.52,1418.2,9.06,11.41,2,2,2,1,149.95,2,0,Wheat
108,13,29,5.45,35.73,1,1.34,2.99,26.34,76.02,2746.11,8.64,6.24,4,808,1,0,54.05,0,0,Rice
96,12,70,7.94,38.25,3,1.15,2.73,14.37,79.22,2250.57,8.08,9.94,3,1846,1,2,227.45,1,2,Wheat
70,83,51,5.2,13.48,0,1.11,0.57,39.39,75.34,2641.4,4.1,6.79,1,1613,2,0,317.95,0,1,Rice
145,60,38,8.27,32.98,3,0.43,2.36,28.41,56.71,1120.56,8.07,3.37,3,1327,1,2,272.95,1,1,Sugarcane
53,19,104,4.83,49.6,1,1.23,1.8,18.57,53.57,1019.62,11.19,6.78,1,747,2,3,183.06,0,0,Millet
118,50,46,8.04,50.07,3,0.73,0.62,26.05,82.91,418.78,8.16,13.83,1,1157,1,0,133.89,1,1,Millet
50,34,86,6.53,47.6,1,0.89,1.11,27.51,30.03,1006.16,11.06,15.21,4,1843,2,1,148.01,2,2,Rice
58,82,117,5.84,15.83,1,0.65,2.66,18.89,49.79,2748.32,8.62,16.66,1,1472,1,2,158.89,0,1,Potato
150,20,28,8.44,21.39,1,0.78,0.84,21.41,69.68,569.78,9.37,15.1,2,305,0,2,166.94,1,0,Rice
83,61,96,4.53,25.25,0,0.6,2.61,31.6,88.3,471.11,9.17,11.83,4,1719,2,2,90.45,0,2,Millet
155,87,25,7.21,33.29,1,0.64,1.81,26.08,58.2,210.88,8.03,13.0,4,548,1,1,236.5,1,0,Millet
49,71,72,5.92,56.19,0,0.24,1.96,29.97,66.72,1590.0,10.4,8.5,0,1317,0,1,340.33,0,1,Rice
84,61,18,6.83,58.57,2,0.74,2.77,17.14,55.73,1642.88,8.99,6.09,1,917,0,0,289.31,2,1,Wheat
138,30,34,7.25,24.44,2,0.67,1.77,35.72,39.23,1248.91,10.63,12.88,0,1558,0,1,117.04,1,1,Sugarcane
76,48,97,6.97,12.35,3,1.26,1.47,32.16,64.61,776.49,4.34,6.49,4,399,0,3,92.86,2,0,Millet
64,65,41,4.63,18.65,1,0.84,1.62,24.61,66.95,1440.58,9.26,2.95,2,919,1,0,93.14,0,1,Wheat
144,25,100,6.54,37.54,3,1.28,1.55,35.31,75.95,2923.31,8.88,18.39,3,88,2,1,115.77,2,0,Rice
156,11,86,6.04,58.53,2,0.8,2.41,10.62,81.78,1730.29,5.83,7.7,1,2256,1,3,108.34,2,2,Wheat
52,23,39,5.01,36.21,0,1.03,0.83,31.19,83.7,991.06,10.86,5.68,2,1271,2,3,174.46,0,1,Barley
23,30,44,4.76,33.02,2,0.27,0.96,12.78,43.85,2857.22,11.86,19.94,4,996,2,3,317.53,0,1,Barley
36,41,47,8.25,15.59,1,0.45,1.16,13.35,56.77,1458.75,5.52,10.92,4,2234,0,3,169.69,1,2,Wheat
127,27,57,8.38,55.91,3,0.71,2.61,26.49,49.26,427.83,8.81,18.11,0,1834,2,3,207.37,1,2,Millet
127,10,49,6.57,42.96,1,1.23,0.39,25.73,63.98,2717.15,5.69,16.86,2,786,2,2,124.5,2,0,Rice
71,58,62,7.7,23.14,1,0.27,0.78,37.96,54.08,1833.33,5.08,5.45,1,1798,0,0,89.11,1,2,Rice
21,69,40,5.68,46.52,3,0.73,2.16,10.68,33.4,2493.31,9.4,6.91,4,489,1,3,119.92,0,0,Barley
57,19,108,8.25,34.48,0,0.36,0.47,26.99,83.71,349.8,6.54,11.1,0,1056,2,0,181.22,1,1,Millet
153,22,26,5.9,25.26,2,0.82,1.69,31.48,64.25,1800.62,5.73,14.3,1,2337,2,0,171.49,0,2,Rice
126,76,113,6.37,22.08,3,1.35,1.24,37.09,77.38,1367.22,5.48,9.29,0,954,0,0,164.61,2,1,Sugarcane
40,35,95,5.11,51.39,2,1.38,2.85,12.13,88.86,2820.06,11.56,5.21,3,1656,1,2,250.05,0,1,Barley
33,45,109,7.6,24.77,2,1.47,2.42,35.1,56.86,958.18,8.87,12.35,2,49,2,0,164.07,1,0,Sugarcane
65,58,118,4.78,15.17,0,0.24,1.5,19.7,37.56,553.21,7.19,3.12,0,2442,2,0,313.26,0,2,Cotton
56,16,92,5.46,22.88,2,0.88,1.72,28.33,76.64,903.3,11.69,5.31,0,995,1,0,202.11,0,1,Wheat
53,23,54,6.92,36.19,3,0.49,2.47,31.94,39.08,1694.78,5.03,14.85,0,998,0,1,254.23,2,1,Rice
155,88,52,6.86,29.33,2,0.49,2.16,17.51,84.39,1890.67,5.55,8.62,1,918,2,2,89.32,2,1,Wheat
23,60,67,4.66,43.56,3,1.2,0.21,22.44,45.49,2258.48,4.48,18.69,2,2363,2,2,254.93,0,2,Rice
36,26,81,6.17,14.52,2,0.83,1.77,14.46,64.85,2406.08,5.61,7.94,4,1509,1,0,300.03,2,1,Wheat
158,45,113,7.68,11.63,2,0.84,0.65,31.46,73.6,256.39,10.95,1.38,3,2188,1,3,317.56,1,2,Millet
130,46,31,6.54,15.27,3,0.88,1.62,26.11,71.91,2776.58,4.8,13.14,0,2274,0,0,72.17,2,2,Rice
38,57,36,8.04,17.56,2,1.45,2.48,25.95,79.53,2503.25,11.54,17.93,0,56,1,1,314.83,1,0,Rice
150,46,59,7.15,38.43,1,0.28,1.91,12.1,56.41,278.11,8.78,6.69,0,1725,2,1,211.77,1,2,Wheat
143,40,88,7.97,59.37,1,0.65,1.86,25.76,80.48,2681.36,9.51,8.18,1,1510,0,0,127.37,1,1,Rice
85,41,96,6.97,20.46,1,0.39,1.11,22.67,39.95,826.93,9.08,7.79,4,837,1,1,208.76,2,1,Potato
130,14,108,5.97,11.36,0,0.98,1.38,35.01,68.0,1403.81,7.83,11.07,4,374,1,1,235.99,0,0,Sugarcane
91,48,113,6.03,59.6,3,0.93,2.17,24.72,63.89,2745.43,6.93,8.58,2,1038,1,3,216.03,2,1,Rice
150,88,90,8.13,13.61,0,1.1,1.18,19.77,75.12,2151.56,11.23,3.9,4,44,0,1,346.37,1,0,Wheat
159,32,83,7.15,15.44,1,1.14,1.36,18.89,50.06,1376.1,11.57,12.47,2,2482,1,3,249.74,1,2,Wheat
81,46,83,6.41,46.26,0,1.35,1.41,30.59,74.81,854.09,10.97,19.57,1,1187,1,3,330.18,2,1,Potato
72,62,116,4.95,12.13,0,1.06,0.52,35.39,70.18,622.55,7.14,7.38,3,490,1,3,122.38,0,0,Millet
86,62,95,4.64,36.84,2,0.84,1.49,34.97,59.4,2935.69,9.72,15.43,1,257,0,2,176.77,0,0,Rice
84,85,12,4.58,56.15,3,1.14,2.33,23.96,41.18,2236.57,9.65,1.51,1,1767,2,3,65.76,0,2,Rice
126,32,36,5.47,34.35,3,0.74,0.47,19.06,69.37,2599.88,11.32,11.94,1,288,0,0,175.52,0,0,Sugarcane
113,33,114,7.33,24.67,0,0.42,0.25,17.75,67.13,2320.63,9.5,17.37,3,1538,1,3,281.32,1,1,Wheat
83,85,56,4.77,39.54,3,0.2,1.39,23.29,70.58,1037.52,11.49,12.11,1,1723,2,0,50.02,0,2,Pulses
134,34,60,4.87,50.75,0,0.24,0.31,10.93,75.54,1705.16,7.41,8.08,1,1606,1,2,276.15,0,1,Sugarcane
94,61,91,4.55,45.9,0,1.3,3.0,37.21,69.37,1556.75,7.37,17.31,3,847,1,2,100.72,0,1,Rice
94,50,21,5.78,15.73,3,0.78,2.86,11.19,87.98,1007.83,4.16,16.51,1,2004,0,2,225.73,0,2,Tomato
48,66,79,6.19,12.14,1,1.02,0.6,28.39,69.66,2880.37,6.89,1.14,1,2412,2,0,182.29,2,2,Rice
144,67,62,8.46,53.46,0,1.31,1.15,35.27,50.24,2482.12,5.22,2.57,1,2170,1,1,92.92,1,2,Rice
138,28,114,6.11,47.17,1,0.93,2.29,18.74,65.69,2432.86,8.23,1.39,1,731,1,2,287.3,2,0,Wheat
155,24,17,5.65,51.64,1,0.99,1.4,31.5,57.06,2443.26,8.08,12.6,2,1708,0,1,178.36,0,2,Rice
150,22,111,7.79,38.84,0,0.44,1.41,29.66,41.84,1753.46,10.65,18.72,0,925,2,3,257.55,1,1,Rice
51,51,22,6.75,20.22,3,0.85,0.87,29.02,83.54,1256.99,6.8,2.56,3,2175,2,2,188.98,2,2,Millet
28,57,119,5.59,37.44,3,0.35,1.06,11.61,50.82,385.55,10.26,17.62,2,523,1,3,293.78,0,0,Barley
66,14,49,7.54,37.77,0,0.84,0.15,26.56,53.04,1496.51,8.24,9.97,2,745,0,3,283.39,1,0,Cotton
96,64,110,7.96,15.45,3,1.23,2.18,20.0,61.06,1449.52,6.57,10.69,3,1252,0,2,190.91,1,1,Tomato
103,29,89,5.59,54.66,0,1.48,0.25,30.2,89.55,371.56,4.71,14.41,1,259,1,1,278.27,0,0,Millet
102,87,82,7.17,27.07,1,0.6,1.53,24.22,68.22,322.95,10.48,3.03,3,1034,2,0,261.57,1,1,Pulses
115,84,45,7.43,12.25,1,1.14,2.52,23.6,78.1,2153.21,5.88,19.57,1,1747,0,1,146.85,1,2,Rice
47,42,14,5.23,34.13,0,0.81,2.98,21.77,84.06,1667.34,11.56,17.45,0,1996,1,0,230.37,0,2,Rice
98,32,70,4.61,39.08,0,0.39,0.39,32.79,53.96,2735.62,6.69,11.96,1,875,2,1,269.98,0,1,Rice
43,63,10,7.66,59.21,0,1.21,2.36,10.38,78.22,1175.98,11.24,15.18,0,2322,1,3,325.63,1,2,Wheat
28,89,68,8.42,26.07,2,0.44,1.07,38.82,86.28,2287.26,8.22,5.22,3,979,0,0,305.85,1,1,Rice
67,41,86,4.82,10.09,2,0.48,2.35,30.44,69.43,652.54,11.96,10.64,4,908,0,1,197.02,0,1,Millet
89,64,79,7.4,32.49,3,1.21,1.83,14.14,48.27,482.56,10.92,9.6,3,2308,0,3,204.72,1,2,Wheat
54,16,78,7.08,32.24,0,0.56,0.17,11.32,38.92,1448.68,11.08,2.56,1,2373,2,3,323.54,1,2,Wheat
127,17,99,5.37,35.32,1,0.47,2.24,12.47,63.3,1568.13,4.41,5.14,0,2401,1,2,92.0,0,2,Sugarcane
146,34,85,6.95,49.51,0,0.91,0.4,36.08,65.61,494.1,10.35,12.79,1,845,1,2,287.24,2,1,Millet
67,73,105,5.9,14.75,1,0.72,1.49,28.27,53.16,2584.54,10.58,17.52,1,242,2,2,241.31,0,0,Rice
34,71,109,6.18,20.01,1,0.7,0.41,19.16,76.64,668.2,9.48,14.69,2,945,2,0,321.15,2,1,Wheat
45,69,50,8.35,59.94,2,1.07,0.36,21.79,42.63,457.56,10.33,10.46,4,1563,0,1,296.47,1,1,Cotton
136,24,65,7.42,26.84,1,1.01,2.43,23.68,55.43,2445.9,5.79,13.72,1,713,1,3,142.31,1,0,Rice
154,22,36,8.09,23.57,0,1.43,0.72,26.29,44.56,816.31,10.71,8.38,2,1996,0,1,119.59,1,2,Tomato
157,18,11,6.37,39.92,1,1.48,0.75,38.69,71.21,791.65,9.09,9.78,1,751,1,2,199.49,2,0,Millet
62,83,23,7.21,14.4,2,0.56,1.3,33.96,66.88,1091.87,9.79,2.66,0,1593,2,3,153.43,1,1,Tomato
85,42,66,7.6,52.71,0,0.81,1.36,20.42,80.77,2883.38,8.52,10.09,3,676,2,3,194.86,1,0,Rice
103,38,33,4.88,42.33,0,1.19,0.43,30.84,37.16,2344.26,6.59,12.69,1,1039,0,3,255.66,0,1,Rice
81,23,23,7.97,15.86,3,0.54,0.89,36.01,30.63,2009.59,5.29,2.25,2,554,1,1,256.34,1,0,Rice
117,44,37,6.52,40.42,2,0.28,0.89,39.01,46.58,615.33,4.85,18.51,3,987,2,3,264.5,2,1,Millet
146,71,41,4.84,18.09,1,0.41,1.18,34.65,30.79,312.79,4.53,2.37,3,2281,0,1,139.33,0,2,Millet
95,42,76,7.63,29.71,0,0.9,0.54,27.75,33.47,1839.2,11.17,14.19,3,598,2,0,333.24,1,0,Rice
132,16,32,7.87,42.34,1,0.64,0.14,13.9,73.13,237.86,7.47,12.56,2,1288,0,2,210.07,1,1,Wheat
130,30,46,7.59,30.08,0,0.24,1.91,30.44,35.67,1273.4,8.47,17.26,2,353,1,3,277.01,1,0,Sugarcane
39,26,47,7.98,13.09,3,0.23,1.26,16.81,57.82,708.34,4.67,14.42,1,466,0,1,56.89,1,0,Wheat
52,58,23,8.41,19.72,3,0.2,1.21,35.46,51.88,1444.62,5.23,16.14,2,1852,1,3,268.75,1,2,Potato
155,14,42,6.67,34.66,3,1.26,1.02,27.58,77.72,2872.91,8.91,17.29,0,37,0,1,126.51,2,0,Rice
101,72,81,8.21,38.02,0,1.0,0.5,35.4,81.07,2101.87,8.95,17.01,3,1038,2,3,267.25,1,1,Rice
32,73,56,7.4,20.15,0,1.02,2.56,35.85,48.29,2273.06,11.57,5.87,2,2360,2,2,111.87,1,2,Rice
54,64,77,7.78,21.63,2,0.4,1.09,13.98,34.89,2919.86,8.81,17.08,4,1508,2,2,87.22,1,1,Wheat
79,19,40,5.63,27.18,0,1.02,1.06,32.52,39.73,777.84,9.03,19.25,1,427,0,2,225.19,0,0,Millet
89,22,55,8.32,38.16,1,1.04,2.19,11.38,71.64,2307.92,9.13,4.26,4,1124,2,3,226.79,1,1,Wheat
149,13,26,6.08,57.59,3,0.62,0.91,21.14,48.98,906.74,5.46,14.77,4,2115,2,0,282.07,2,2,Tomato
155,66,75,7.21,32.05,1,0.31,0.51,39.48,66.19,2990.01,10.1,17.57,1,2399,2,3,111.38,1,2,Rice
50,19,36,8.46,17.66,1,0.93,2.13,24.16,60.45,387.6,5.38,8.93,4,1167,1,0,335.09,1,1,Wheat
55,87,111,7.61,55.86,2,0.51,2.99,31.29,35.43,2420.63,5.7,1.63,3,1986,2,2,284.6,1,2,Rice
53,87,51,6.62,46.87,0,1.23,0.84,14.46,69.48,519.14,7.89,4.06,2,196,0,2,114.29,2,0,Wheat
85,13,92,5.79,59.43,2,1.09,2.71,26.8,83.82,1192.01,10.39,13.43,3,423,0,0,143.36,0,0,Sugarcane
108,68,69,6.57,30.93,0,1.05,2.36,18.24,88.92,2912.72,4.92,7.18,3,1098,2,0,214.17,2,1,Wheat
146,39,115,6.74,33.78,1,0.65,1.7,31.21,89.99,219.4,10.52,13.2,3,532,1,2,111.13,2,0,Millet
53,47,64,7.64,48.54,2,0.32,1.41,37.18,83.6,509.81,4.92,13.43,4,712,0,3,73.5,1,0,Millet
53,84,50,7.14,14.23,2,1.24,2.95,17.57,57.59,975.35,9.84,15.42,1,606,2,3,274.27,1,0,Wheat
20,71,84,6.16,46.49,0,1.07,2.4,36.89,58.38,2938.75,8.82,17.27,3,2336,2,3,128.92,2,2,Rice
46,32,24,5.84,38.0,0,1.45,0.46,22.27,59.56,549.58,10.98,12.52,1,975,2,0,146.34,0,1,Cotton
146,41,17,4.56,22.58,1,0.92,2.01,16.25,45.64,507.52,5.42,4.24,1,411,2,1,256.81,0,0,Maize
118,33,71,7.14,40.39,1,1.26,2.56,37.52,33.34,260.66,6.92,10.6,2,2483,0,2,65.49,1,2,Millet
67,86,104,7.0,20.81,3,1.08,1.41,18.93,72.87,982.58,9.92,14.99,0,571,2,1,125.17,2,0,Wheat
21,75,101,4.62,24.88,0,1.01,1.37,18.11,39.12,2182.3,4.03,7.15,3,653,0,3,206.13,0,0,Barley
51,66,96,7.49,42.24,3,0.78,0.51,11.96,38.19,2734.95,8.33,14.5,2,1553,0,1,132.34,1,1,Wheat
112,74,35,7.95,57.89,1,0.29,1.85,38.46,42.32,1889.48,7.13,1.75,1,529,0,1,151.35,1,0,Rice
134,21,82,4.67,55.07,1,0.6,2.22,36.04,66.34,1793.04,8.71,15.65,1,1525,0,3,199.46,0,1,Rice
36,75,22,6.89,27.69,1,0.3,2.92,34.45,41.0,1941.38,9.99,12.19,0,1390,0,1,85.23,2,1,Rice
20,76,85,5.81,19.91,3,1.3,0.9,25.96,47.18,1967.87,6.01,14.09,1,669,0,3,348.86,0,0,Rice
147,47,95,7.32,16.88,2,0.99,0.74,22.93,84.49,1273.4,7.99,11.82,4,1547,2,3,285.07,1,1,Sugarcane
48,23,53,5.59,14.57,0,1.2,0.19,21.69,87.22,2620.44,10.94,12.17,3,1433,2,0,220.78,0,1,Rice
120,35,68,7.76,32.64,2,1.44,1.0,23.05,48.07,918.78,8.62,18.89,2,241,0,2,302.69,1,0,Wheat
145,48,60,8.06,26.27,3,0.22,1.4,29.77,49.93,2546.76,4.29,7.86,4,1321,0,2,60.68,1,1,Rice
61,57,38,6.16,44.91,0,0.92,1.01,31.74,74.4,1145.69,9.86,18.02,3,143,1,3,223.34,2,0,Potato
65,32,35,7.54,21.89,3,1.1,0.79,39.57,55.08,1146.05,10.76,9.42,0,2415,2,0,167.06,1,2,Wheat
40,26,43,6.98,37.18,0,1.15,0.66,13.8,58.05,1483.01,8.92,18.91,4,1735,0,0,327.86,2,2,Wheat
56,84,87,6.52,54.65,2,0.21,0.47,14.24,64.51,541.98,10.22,8.47,3,2361,1,0,286.71,2,2,Wheat
117,29,35,8.31,33.88,3,1.2,0.17,24.72,57.52,1365.34,11.25,15.96,3,905,1,2,148.33,1,1,Sugarcane
